Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc,ClaimNb,ClaimAmount,policy
0.501026694,2.42,old cars,Utility,Male,young people,1,1,389.94999981,P664
0.8268309377,0.44,oldest cars,Hatchback,Female,young people,1,1,15588.929993,P665
0.7392197125,6.14,young cars,Sedan,Male,working people,1,1,227.21999997,P666
0.8514715948,4.04,young cars,Station wagon,Male,older work. people,1,1,1114.1199989,P667
0.977412731,2.74,young cars,Station wagon,Female,young people,1,1,1370.5999985,P668
0.5366187543,1.73,young cars,Sedan,Female,young people,1,1,371.66999817,P669
0.1724845996,0.71,old cars,Hatchback,Female,older work. people,1,1,1283.5299988,P670
0.887063655,1.73,young cars,Hatchback,Female,old people,1,1,292.34000015,P671
0.6132785763,1.97,young cars,Sedan,Female,working people,1,1,632.4299984,P672
0.8268309377,1.43,old cars,Hardtop,Female,youngest people,1,1,353.76999998,P673
0.3750855578,1.94,young cars,Sedan,Female,old people,1,1,200,P674
0.3696098563,2.03,oldest cars,Utility,Female,young people,1,1,353.79999971,P675
0.44626967829999997,2.54,old cars,Station wagon,Male,working people,1,1,5950.5899963,P676
0.7939767283,1.84,young cars,Hatchback,Male,working people,1,1,809.56999969,P677
0.848733744,2.79,old cars,Bus,Female,young people,1,1,2620.7199936,P678
0.1724845996,0.5,oldest cars,Hatchback,Female,working people,1,1,200,P679
0.5557837098,1.76,youngest cars,Sedan,Male,old people,1,1,353.76999998,P680
0.7939767283,3.34,young cars,Hatchback,Female,older work. people,1,1,1927.9299927,P681
0.5065023956,3.3,young cars,Station wagon,Female,working people,1,1,2144.7799988,P682
0.5749486653,2.77,young cars,Sedan,Male,older work. people,1,3,1231.2599998,P683
0.2819986311,1.38,old cars,Hatchback,Female,working people,1,1,634.54999924,P684
0.5749486653,3.52,young cars,Station wagon,Female,young people,1,1,1188.4399986,P685
0.2600958248,2.71,old cars,Station wagon,Male,older work. people,1,1,886,P686
0.8843258042,2.12,old cars,Station wagon,Male,oldest people,1,1,353.79999971,P687
0.8268309377,1.56,youngest cars,Sedan,Female,older work. people,1,1,353.76999998,P688
0.8843258042,1.51,oldest cars,Minibus,Female,older work. people,1,1,270.86999989,P689
0.7775496235,1.52,young cars,Sedan,Female,older work. people,1,1,1354.7999992,P690
0.6214921287,2.99,old cars,Station wagon,Male,working people,1,1,353.76999998,P691
0.7912388775,1.37,oldest cars,Utility,Male,working people,1,2,872.5899992,P692
0.7939767283,1.13,old cars,Sedan,Female,youngest people,1,1,709.1499939,P693
0.1697467488,1.13,oldest cars,Station wagon,Female,working people,1,1,863.55999947,P694
0.7939767283,1.19,oldest cars,Station wagon,Male,working people,1,1,2848.4699936,P695
0.1916495551,1.94,youngest cars,Sedan,Male,youngest people,1,1,560.47999954,P696
0.462696783,2.83,young cars,Station wagon,Female,young people,1,1,26507.294983,P697
0.9993155373,1.26,young cars,Hatchback,Female,older work. people,1,1,4742.5699921,P698
0.1505817933,2.77,youngest cars,Station wagon,Female,young people,1,1,353.76999998,P699
0.848733744,0.86,oldest cars,Sedan,Female,young people,1,1,3498.4899979,P700
0.5557837098,1.23,young cars,Hatchback,Female,working people,1,1,200,P701
0.8678986995,0.75,oldest cars,Sedan,Male,working people,1,1,3596.0199966,P702
0.8706365503,0.38,oldest cars,Sedan,Female,oldest people,1,1,741.5,P703
0.8706365503,1.18,old cars,Sedan,Male,oldest people,1,1,200,P704
0.4955509925,0.81,old cars,Hatchback,Female,working people,1,1,2798.0099945,P705
0.8678986995,1.97,young cars,Station wagon,Female,oldest people,1,1,1055.0300045,P706
0.8706365503,1.66,young cars,Sedan,Male,old people,1,1,587.78999996,P707
0.9746748802,1.41,young cars,Hatchback,Female,oldest people,1,1,605.61999989,P708
0.8733744011,1.57,young cars,Sedan,Male,oldest people,1,1,1775.0099983,P709
0.5557837098,1.37,youngest cars,Hatchback,Female,youngest people,1,1,246.97999954,P710
0.9993155373,1.549,youngest cars,Hatchback,Female,older work. people,1,1,1710.3999977,P711
0.8733744011,2.18,old cars,Utility,Male,working people,1,2,763.96999955,P712
0.8843258042,1.24,young cars,Hatchback,Male,older work. people,1,1,210.84999999,P713
0.8076659822,2.48,youngest cars,Sedan,Male,older work. people,1,1,9073.2099915,P714
0.7227926078,1.58,old cars,Utility,Male,old people,1,1,1349.7399979,P715
0.2792607803,0.46,oldest cars,Sedan,Female,young people,1,1,1432.1299973,P716
0.643394935,0.44,oldest cars,Truck,Female,working people,1,1,6245.4499969,P717
0.5585215606,1.08,old cars,Sedan,Female,working people,1,1,486.04999924,P718
0.8295687885,1.83,youngest cars,Sedan,Female,young people,1,1,796.95999908,P719
0.7337440109,0.76,old cars,Hatchback,Female,working people,1,1,485,P720
0.44626967829999997,3.28,youngest cars,Station wagon,Female,youngest people,1,1,389.94999981,P721
0.4955509925,2.59,young cars,Utility,Male,young people,1,1,353.76999998,P722
0.7912388775,3.08,youngest cars,Panel van,Male,youngest people,1,1,734.93999863,P723
0.7446954141,3.33,young cars,Coupe,Female,working people,1,1,200,P724
0.7885010267,3.7,youngest cars,Station wagon,Female,young people,1,1,1454.7199974,P725
0.7912388775,3.75,young cars,Hardtop,Male,youngest people,1,1,353.79999971,P726
0.8459958932,2.21,youngest cars,Utility,Female,older work. people,1,1,1298.8099976,P727
0.8459958932,1.31,youngest cars,Hatchback,Female,young people,1,1,1265.8599968,P728
0.7912388775,1.97,oldest cars,Sedan,Male,young people,1,1,1193.789999,P729
0.7775496235,0.57,oldest cars,Sedan,Male,young people,1,1,260.37999606,P730
0.7419575633,0.63,oldest cars,Utility,Male,old people,1,1,410.90999985,P731
0.7912388775,2.14,youngest cars,Hatchback,Female,working people,1,1,200,P732
0.553045859,1.47,young cars,Hatchback,Male,old people,1,1,2818.8799973,P733
0.8131416838,2.12,oldest cars,Motorized caravan,Male,youngest people,1,1,1200.2499981,P734
0.4544832307,2.198,youngest cars,Hatchback,Female,old people,1,1,200,P735
0.44626967829999997,1.23,old cars,Sedan,Male,older work. people,1,1,1392.6199989,P736
0.7885010267,2.11,youngest cars,Hatchback,Female,young people,1,1,646,P737
0.8624229979,2.41,youngest cars,Sedan,Male,oldest people,1,1,799.82999992,P738
0.501026694,1.64,young cars,Hatchback,Female,working people,1,1,1562.7299995,P739
0.8624229979,0.44,oldest cars,Sedan,Male,older work. people,1,1,926.59999847,P740
0.8651608487,0.93,old cars,Sedan,Female,older work. people,1,1,1054.7099991,P741
0.8651608487,0.85,old cars,Hatchback,Female,older work. people,1,1,200,P742
0.8624229979,1.31,young cars,Hatchback,Male,old people,1,1,603.32999992,P743
0.1478439425,1.85,young cars,Hatchback,Female,young people,1,1,200,P744
0.2518822724,0.87,old cars,Hatchback,Female,young people,1,1,3430.859993,P745
0.8651608487,1.2,old cars,Sedan,Female,old people,1,1,454.75,P746
0.8459958932,4.47,youngest cars,Station wagon,Male,young people,1,1,390,P747
0.4982888433,1.05,old cars,Sedan,Female,young people,1,2,508.18000031,P748
0.8651608487,1.47,old cars,Sedan,Male,working people,1,1,200,P749
0.553045859,1.37,old cars,Sedan,Female,young people,1,1,200,P750
0.8651608487,2.18,old cars,Sedan,Male,older work. people,1,1,1271.0099983,P751
0.501026694,4.23,young cars,Station wagon,Female,young people,1,1,1760.7699966,P752
0.9719370294,1.71,old cars,Sedan,Female,old people,1,1,1512,P753
0.501026694,1.77,youngest cars,Hatchback,Male,young people,1,1,548.10999966,P754
0.8815879535,4.62,youngest cars,Truck,Male,young people,1,1,2205,P755
0.501026694,1.97,oldest cars,Station wagon,Male,working people,1,1,200,P756
0.9336071184,2.79,old cars,Truck,Male,young people,1,1,1998,P757
0.4544832307,1.61,youngest cars,Hatchback,Female,older work. people,1,1,250,P758
0.7885010267,1.5,youngest cars,Hatchback,Female,youngest people,1,1,408.94999981,P759
0.4544832307,0.72,old cars,Hatchback,Female,working people,1,1,379.14999962,P760
0.44626967829999997,2.93,youngest cars,Station wagon,Female,young people,1,1,389.94999981,P761
0.9226557153,5.236,youngest cars,Station wagon,Male,older work. people,1,1,384.5,P762
0.7885010267,2.39,oldest cars,Station wagon,Male,working people,1,1,219.93999988,P763
0.4982888433,2.51,young cars,Utility,Male,youngest people,1,1,3718.6299973,P764
0.9691991786,2.07,youngest cars,Sedan,Male,young people,1,1,200.01999855,P765
0.2409308693,1.35,old cars,Sedan,Female,old people,1,1,15157.049957,P766
0.4380561259,1.7,young cars,Station wagon,Female,working people,1,1,683,P767
0.8432580424,5.27,youngest cars,Station wagon,Female,young people,1,1,389.94999981,P768
0.9993155373,1.78,young cars,Truck,Male,youngest people,1,1,4547.6499939,P769
0.3969883641,0.88,oldest cars,Coupe,Male,working people,1,1,1255.0999985,P770
0.8432580424,1.1,old cars,Sedan,Male,older work. people,1,1,1050.7999992,P771
0.8678986995,0.95,oldest cars,Sedan,Male,older work. people,1,1,3415.7172623,P772
0.7885010267,1.35,oldest cars,Station wagon,Female,youngest people,1,1,2064.5199966,P773
0.4216290212,1.5,youngest cars,Hatchback,Male,working people,1,1,200,P774
0.4490075291,1.65,young cars,Sedan,Female,youngest people,1,1,2144.7599983,P775
0.1095140315,4.1,young cars,Station wagon,Male,older work. people,1,1,1522.25,P776
0.8898015058,2.29,old cars,Station wagon,Female,young people,1,1,3693.8199997,P777
0.1943874059,2.02,youngest cars,Hatchback,Male,old people,1,1,4367.4499969,P778
0.8788501027,1.57,young cars,Hatchback,Female,old people,1,1,2582.8099976,P779
0.0711841205,5.24,youngest cars,Coupe,Male,young people,1,1,1506.5399971,P780
0.1943874059,1.86,young cars,Sedan,Male,working people,1,1,390,P781
0.8432580424,0.98,old cars,Sedan,Female,older work. people,1,1,200,P782
0.8788501027,0.75,oldest cars,Sedan,Male,working people,1,1,200,P783
0.5256673511,1.15,old cars,Hatchback,Female,young people,1,1,6009.4499817,P784
0.8761122519,1.39,young cars,Hatchback,Female,young people,1,1,477,P785
0.4681724846,1.45,old cars,Hatchback,Female,young people,1,2,9511.0899811,P786
0.8788501027,1.06,old cars,Panel van,Female,older work. people,1,1,967.03999901,P787
0.7857631759,0.76,old cars,Hatchback,Female,older work. people,1,1,200,P788
0.4517453799,1.04,old cars,Sedan,Female,working people,1,1,582.5199995,P789
0.7501711157,1.36,young cars,Hatchback,Female,oldest people,1,1,641.94999981,P790
0.0054757016,1.1,young cars,Hatchback,Female,young people,1,1,200,P791
0.3915126626,1.84,youngest cars,Hatchback,Male,oldest people,1,1,19348.529968,P792
0.8761122519,0.99,old cars,Sedan,Female,working people,1,1,2029.7799988,P793
0.1916495551,0.8,old cars,Hatchback,Female,working people,1,1,728.64999962,P794
0.501026694,1.25,oldest cars,Sedan,Female,working people,1,1,3337.5899963,P795
0.4982888433,1.55,old cars,Coupe,Female,young people,1,1,2588.8999939,P796
0.7830253251,1.81,young cars,Sedan,Male,young people,1,2,7474.3699341,P797
0.1067761807,3.54,young cars,Station wagon,Male,old people,1,1,1081.1899986,P798
0.6461327858,0.71,oldest cars,Utility,Male,older work. people,1,1,200.01999664,P799
0.1067761807,0.96,old cars,Sedan,Male,working people,1,1,200,P800
0.2491444216,0.54,oldest cars,Hatchback,Female,older work. people,1,1,1028.7399998,P801
0.7501711157,1.58,old cars,Station wagon,Male,young people,1,1,1174.2799988,P802
0.1615331964,1.65,old cars,Hatchback,Female,young people,1,1,200,P803
0.8405201916,1.74,young cars,Sedan,Female,older work. people,1,1,462.30000305,P804
0.5804243669,1.98,young cars,Hatchback,Female,oldest people,1,1,9163.2799988,P805
0.8761122519,2.49,old cars,Station wagon,Female,working people,1,1,3577.7399979,P806
0.7529089665,1.98,young cars,Hatchback,Female,youngest people,1,1,200,P807
0.0930869268,1.6,oldest cars,Sedan,Female,oldest people,1,1,13263.179993,P808
0.9993155373,1.26,young cars,Hatchback,Female,oldest people,1,1,1426,P809
0.6324435318,1.97,oldest cars,Station wagon,Male,older work. people,1,1,442,P810
0.9691991786,1.21,young cars,Hatchback,Male,oldest people,1,1,903.90999985,P811
0.3696098563,0.3,oldest cars,Sedan,Female,old people,1,1,200,P812
0.4490075291,0.61,oldest cars,Panel van,Female,young people,1,1,587.64999962,P813
0.3668720055,0.3,oldest cars,Sedan,Female,older work. people,1,1,1872.8099976,P814
0.6269678302,1.45,old cars,Sedan,Male,old people,1,1,1354.4899979,P815
0.1587953457,4.32,young cars,Station wagon,Male,youngest people,1,1,2031.5499992,P816
0.4298425736,3.26,young cars,Utility,Male,old people,1,1,353.76999998,P817
0.8405201916,1.81,young cars,Sedan,Female,oldest people,1,1,1599.5199966,P818
0.5694729637,2.66,old cars,Station wagon,Female,older work. people,1,1,390,P819
0.8596851472,1.57,young cars,Sedan,Female,young people,1,2,400,P820
0.5694729637,0.79,old cars,Hatchback,Female,working people,1,1,200,P821
0.3696098563,1.47,young cars,Hatchback,Female,older work. people,1,1,430.55999994,P822
0.8761122519,1.98,young cars,Sedan,Female,old people,1,1,1731.1699982,P823
0.1587953457,1.85,young cars,Sedan,Female,young people,1,1,353.76999998,P824
0.6242299795,1.82,young cars,Sedan,Male,old people,1,1,367.5,P825
0.4791238877,1.16,old cars,Sedan,Female,older work. people,1,1,7205.9099731,P826
0.5201916495,1.03,young cars,Hatchback,Female,young people,1,1,587.40999985,P827
0.7802874743,4.5,youngest cars,Truck,Female,young people,1,1,1331.8199997,P828
0.2683093771,1.46,old cars,Sedan,Female,working people,1,1,630.47999954,P829
0.7775496235,2.7,young cars,Station wagon,Female,young people,1,1,260,P830
0.7802874743,1.05,old cars,Sedan,Male,older work. people,1,1,633.3399992,P831
0.3668720055,0.78,oldest cars,Hatchback,Male,older work. people,1,2,6407.8899803,P832
0.7036276523,0.72,oldest cars,Hatchback,Male,youngest people,1,3,2677.6636353,P833
0.9993155373,1.56,youngest cars,Sedan,Male,young people,1,1,1800.5199966,P834
0.5420944559,1.47,young cars,Hatchback,Female,older work. people,1,2,8458.5399857,P835
0.7775496235,0.95,old cars,Hatchback,Female,youngest people,1,1,389.94999981,P836
0.5420944559,4.69,youngest cars,Station wagon,Male,working people,1,1,753.76999855,P837
0.44626967829999997,2.17,youngest cars,Sedan,Male,older work. people,1,1,5853.7399902,P838
0.44626967829999997,2.64,old cars,Station wagon,Male,older work. people,1,1,1075.0099983,P839
0.4900752909,2.11,young cars,Sedan,Male,youngest people,1,1,7357.5099945,P840
0.4188911704,1.23,young cars,Hatchback,Female,young people,1,1,345,P841
0.4900752909,1.14,old cars,Sedan,Female,young people,1,1,6423.5699921,P842
0.8350444901,1.93,oldest cars,Station wagon,Male,older work. people,1,1,389.94999981,P843
0.2518822724,4.84,youngest cars,Station wagon,Female,working people,1,1,1300.3799973,P844
0.3641341547,1.88,youngest cars,Utility,Female,working people,1,1,353.76999998,P845
0.3641341547,1.35,oldest cars,Station wagon,Male,young people,1,1,9921.1299438,P846
0.3641341547,4.66,youngest cars,Station wagon,Male,working people,1,1,200,P847
0.5119780972,0.99,old cars,Hatchback,Female,working people,1,1,200,P848
0.3039014374,1.06,old cars,Sedan,Male,young people,1,1,1191.6399994,P849
0.8596851472,2.1,oldest cars,Station wagon,Male,young people,1,1,200,P850
0.9993155373,1.6835,youngest cars,Hatchback,Female,older work. people,1,1,712.93999863,P851
0.8596851472,3.43,old cars,Station wagon,Male,older work. people,1,1,200,P852
0.1396303901,1.87,old cars,Hatchback,Female,working people,1,1,200,P853
0.4435318275,1.77,youngest cars,Sedan,Female,young people,1,1,1545.9499969,P854
0.8596851472,4.04,young cars,Station wagon,Male,youngest people,1,2,8235.6299934,P855
0.5859000684,0.53,oldest cars,Hatchback,Female,oldest people,1,1,200,P856
0.4435318275,2.79,old cars,Station wagon,Female,young people,1,1,816.6799984,P857
0.8678986995,2.66,young cars,Station wagon,Male,old people,1,1,3108.8399963,P858
0.5393566051,2.61,youngest cars,Sedan,Male,older work. people,1,1,848.53999901,P859
0.9993155373,1.28,oldest cars,Station wagon,Male,working people,1,1,2633.5399933,P860
0.4873374401,2.39,oldest cars,Sedan,Male,older work. people,1,1,914,P861
0.8377823409,2.65,old cars,Station wagon,Female,working people,1,1,200,P862
0.4873374401,1.79,young cars,Sedan,Male,young people,1,1,200,P863
0.8323066393,0.99,old cars,Sedan,Female,old people,1,1,731.81999969,P864
0.3258042437,2.099,youngest cars,Sedan,Male,older work. people,1,1,1725.4572258,P865
0.3613963039,0.5,oldest cars,Sedan,Female,older work. people,1,1,200,P866
0.3613963039,1.61,young cars,Hatchback,Female,old people,1,1,200,P867
0.0219028063,0.31,oldest cars,Sedan,Male,old people,1,1,2717.3499908,P868
0.4435318275,0.97,old cars,Sedan,Female,young people,1,1,1170.5899982,P869
0.8405201916,1.73,young cars,Hatchback,Female,working people,1,1,200,P870
0.8678986995,0.48,oldest cars,Hatchback,Female,youngest people,1,1,728.16999817,P871
0.4873374401,1.57,old cars,Sedan,Female,working people,1,1,2117.9299965,P872
0.9582477755,3.68,youngest cars,Station wagon,Female,young people,1,1,916.08999634,P873
0.4435318275,1.4,old cars,Utility,Male,older work. people,1,1,531.19999981,P874
0.4599589322,1.61,old cars,Sedan,Female,older work. people,1,1,11138.429993,P875
0.8213552361,1.33,old cars,Sedan,Female,youngest people,1,1,2680.6899948,P876
0.4435318275,3.34,old cars,Motorized caravan,Male,older work. people,1,1,353.79999971,P877
0.59137577,1.36,young cars,Hatchback,Female,oldest people,1,1,9053.8899841,P878
0.8569472964,1.4,old cars,Sedan,Female,old people,1,1,1219.1299992,P879
0.8569472964,0.38,oldest cars,Sedan,Male,oldest people,1,1,390,P880
0.9993155373,1.749,youngest cars,Hatchback,Female,older work. people,1,1,704.52999878,P881
0.8569472964,1.19,young cars,Hatchback,Male,older work. people,1,1,1778.7999992,P882
0.8569472964,3.23,old cars,Station wagon,Male,working people,1,1,1366.7299995,P883
0.9993155373,2.35,young cars,Sedan,Male,working people,1,1,298.3499999,P884
0.605065024,2.33,young cars,Station wagon,Female,young people,1,1,4588.0899963,P885
0.4325804244,0.51,oldest cars,Hatchback,Female,youngest people,1,1,4282.5399933,P886
0.295687885,1.23,young cars,Hatchback,Female,young people,1,1,18122.359985,P887
0.3997262149,1.79,young cars,Utility,Female,older work. people,1,1,552.52999878,P888
0.8405201916,2.299,youngest cars,Sedan,Female,older work. people,1,2,1157.8499999,P889
0.4407939767,2.105,youngest cars,Utility,Male,youngest people,1,1,7709.7399902,P890
0.8377823409,3.35,young cars,Station wagon,Male,working people,1,2,1511.9799991,P891
0.8651608487,1.87,young cars,Sedan,Female,working people,1,1,279.98999786,P892
0.6324435318,0.83,old cars,Sedan,Female,young people,1,1,200,P893
0.030116358700000002,1.22,old cars,Sedan,Female,old people,1,1,721.14999962,P894
0.4818617385,3.52,young cars,Station wagon,Male,older work. people,1,1,1852.7799988,P895
0.8651608487,1.96,old cars,Station wagon,Female,youngest people,1,1,2745,P896
0.5338809035,1.68,old cars,Station wagon,Male,older work. people,1,1,3938.859993,P897
0.8213552361,0.84,old cars,Hatchback,Female,working people,1,2,797.51999998,P898
0.4982888433,4.64,old cars,Station wagon,Male,old people,1,1,353.76999998,P899
0.3942505133,2.99,old cars,Station wagon,Male,young people,1,1,367.72999954,P900
0.9993155373,1.549,youngest cars,Hatchback,Female,older work. people,1,1,2089.8999977,P901
0.2737850787,0.68,oldest cars,Station wagon,Female,older work. people,1,1,200,P902
0.1067761807,1.12,old cars,Hatchback,Female,working people,1,1,200,P903
0.8651608487,1.78,young cars,Hatchback,Female,oldest people,1,1,385.13818169,P904
0.7611225188,2.28,young cars,Hatchback,Female,older work. people,1,1,331.81999969,P905
0.8213552361,1.43,young cars,Hatchback,Female,youngest people,1,1,369.14999962,P906
0.8624229979,1.24,old cars,Sedan,Female,older work. people,1,1,399.53999996,P907
0.1259411362,3.38,young cars,Hardtop,Male,youngest people,1,1,369.17999983,P908
0.34770705,2.29,youngest cars,Sedan,Female,older work. people,1,1,755.38999939,P909
0.4818617385,0.47,oldest cars,Sedan,Male,youngest people,1,1,200,P910
0.605065024,1.33,old cars,Sedan,Female,old people,1,1,797.13999939,P911
0.4818617385,1.28,young cars,Hatchback,Female,working people,1,1,1392.7899971,P912
0.5639972621,2.53,youngest cars,Sedan,Male,oldest people,1,1,200,P913
0.5612594114,0.44,oldest cars,Sedan,Female,old people,1,1,200,P914
0.7364818617,3.71,old cars,Station wagon,Female,working people,1,1,392.54999924,P915
0.0739219713,1.07,oldest cars,Station wagon,Male,old people,1,1,451,P916
0.386036961,0.71,oldest cars,Sedan,Male,older work. people,1,1,1975.8999977,P917
0.8405201916,1.349,youngest cars,Hatchback,Male,old people,1,2,886.09999418,P918
0.5639972621,1.39,old cars,Coupe,Female,working people,1,1,1856.9199982,P919
0.5612594114,2.37,young cars,Hardtop,Female,young people,1,1,200,P920
0.4845995893,1.76,youngest cars,Sedan,Male,youngest people,1,1,200,P921
0.9555099247,1.95,old cars,Utility,Female,old people,1,1,6675.5799866,P922
0.5065023956,2.59,old cars,Sedan,Male,old people,1,1,200,P923
0.5612594114,1.88,youngest cars,Hatchback,Male,older work. people,1,1,792.62999916,P924
0.030116358700000002,1.71,young cars,Hatchback,Female,oldest people,1,1,14198.629974,P925
0.9555099247,1.45,old cars,Hatchback,Male,older work. people,1,1,1506.7599983,P926
0.6023271732,1.96,young cars,Station wagon,Male,oldest people,1,1,338.63999987,P927
0.6023271732,0.84,old cars,Hatchback,Female,working people,1,1,200,P928
0.4188911704,1.26,old cars,Station wagon,Male,older work. people,1,1,602.00999928,P929
0.5338809035,0.4,oldest cars,Sedan,Female,oldest people,1,1,631.81999969,P930
0.8980150582,4.07,young cars,Station wagon,Male,working people,1,2,1513.0899954,P931
0.5941136208,1.6,old cars,Sedan,Male,old people,1,1,1054,P932
0.8514715948,3.56,old cars,Station wagon,Male,older work. people,1,1,3608.0799942,P933
0.8980150582,1.77,oldest cars,Station wagon,Female,working people,1,1,3047.1399994,P934
0.900752909,1.93,oldest cars,Hardtop,Female,working people,1,1,2733.8499908,P935
0.2245037645,1.96,oldest cars,Minibus,Female,youngest people,1,1,13504.309937,P936
0.1040383299,4.03,young cars,Station wagon,Male,old people,1,1,3180.9736328,P937
0.8952772074,0.44,oldest cars,Hatchback,Female,working people,1,1,467.22999954,P938
0.5338809035,1.15,old cars,Sedan,Female,working people,1,1,2090.9499969,P939
0.900752909,2.15,young cars,Station wagon,Female,young people,1,1,200,P940
0.4818617385,1.42,youngest cars,Hatchback,Female,older work. people,1,1,274.54999995,P941
0.6351813826,2.76,youngest cars,Station wagon,Female,working people,1,1,1623.1199989,P942
0.9993155373,0.54,oldest cars,Hatchback,Female,older work. people,1,1,970.59999847,P943
0.8624229979,1.31,young cars,Sedan,Male,older work. people,1,1,2512.6399994,P944
0.2902121834,2.52,youngest cars,Sedan,Male,oldest people,1,1,640.89999962,P945
0.7665982204,1.81,oldest cars,Station wagon,Male,young people,1,1,389.94999981,P946
0.8432580424,5.03,youngest cars,Station wagon,Male,old people,1,1,480,P947
0.1752224504,1.84,young cars,Hatchback,Female,youngest people,1,1,8078.0499878,P948
0.4818617385,4.23,young cars,Station wagon,Female,young people,1,1,389.94999981,P949
0.848733744,1.68,old cars,Station wagon,Male,working people,1,1,1863.6899986,P950
0.8268309377,1.37,oldest cars,Station wagon,Male,working people,1,1,2618.25,P951
0.4216290212,0.87,oldest cars,Hatchback,Female,working people,1,1,2899.1500015,P952
0.848733744,2.06,oldest cars,Station wagon,Female,young people,1,1,698.39999962,P953
0.5585215606,3.97,young cars,Station wagon,Male,old people,1,1,2588.5099945,P954
0.5585215606,0.91,old cars,Hatchback,Male,older work. people,1,1,3792.4499969,P955
0.5585215606,1.15,old cars,Sedan,Male,working people,1,1,200,P956
0.9993155373,1.45,oldest cars,Truck,Male,young people,1,1,345,P957
0.5174537988,1.71,oldest cars,Sedan,Female,older work. people,1,1,369.14999962,P958
0.295687885,1.05,oldest cars,Hatchback,Male,older work. people,1,1,419.82000732,P959
0.4818617385,1.76,young cars,Sedan,Male,young people,1,1,699.03999996,P960
0.1724845996,1.97,oldest cars,Station wagon,Male,young people,1,1,200,P961
0.4818617385,1.87,youngest cars,Sedan,Female,young people,1,1,1716.6799965,P962
0.2600958248,0.65,oldest cars,Sedan,Female,working people,1,1,558.14999962,P963
0.5229295003,1.28,young cars,Hatchback,Female,working people,1,1,369.14999962,P964
0.1533196441,1.64,old cars,Sedan,Male,working people,1,1,14696.909973,P965
0.5311430527,0.88,old cars,Sedan,Male,oldest people,1,1,200,P966
0.476386037,1.26,young cars,Hatchback,Male,young people,1,1,367.72999954,P967
0.5968514716,5.49,old cars,Sedan,Female,old people,1,1,1497.6499977,P968
0.8542094456,0.95,oldest cars,Sedan,Female,oldest people,1,1,5912.9099884,P969
0.1505817933,1.06,oldest cars,Hatchback,Female,young people,1,1,200,P970
0.5311430527,1.25,oldest cars,Station wagon,Female,young people,1,1,2684.8999939,P971
0.848733744,0.95,oldest cars,Sedan,Male,oldest people,1,1,986.14999962,P972
0.8542094456,5.02,young cars,Station wagon,Male,youngest people,1,1,2643.6999969,P973
0.5557837098,1.34,old cars,Sedan,Male,oldest people,1,1,953.84999847,P974
0.4435318275,3.26,young cars,Utility,Male,old people,1,1,290.90999913,P975
0.9500342231,1.84,youngest cars,Hatchback,Female,old people,1,1,1219.7199993,P976
0.5557837098,1.16,old cars,Sedan,Female,old people,1,1,1445.1799965,P977
0.6872005476,2.38,young cars,Sedan,Female,old people,1,1,484,P978
0.8514715948,2.67,young cars,Station wagon,Female,older work. people,1,1,200,P979
0.0574948665,0.54,oldest cars,Sedan,Female,older work. people,1,1,2207.329998,P980
0.9993155373,1.26,young cars,Hatchback,Female,old people,1,1,200,P981
0.0821355236,0.73,oldest cars,Sedan,Female,older work. people,1,1,3489.539978,P982
0.6406570842,0.7,oldest cars,Utility,Male,youngest people,1,1,1940.5399971,P983
0.1505817933,1.51,oldest cars,Minibus,Female,young people,1,1,587.15999985,P984
0.848733744,1.21,oldest cars,Utility,Female,old people,1,1,849.08999825,P985
0.8542094456,0.5,oldest cars,Hatchback,Female,young people,1,1,1247.1499977,P986
0.605065024,0.81,old cars,Hatchback,Male,older work. people,1,1,2583.5799942,P987
0.8459958932,2.51,old cars,Station wagon,Male,working people,1,1,353.79999971,P988
0.8542094456,1.58,old cars,Hatchback,Female,old people,1,1,200,P989
0.8542094456,2.2,old cars,Station wagon,Female,working people,1,4,6521.5499949,P990
0.5284052019,0.37,oldest cars,Sedan,Male,older work. people,1,2,1492.0999985,P991
0.3586584531,4.66,youngest cars,Station wagon,Female,old people,1,1,691.79999924,P992
0.8514715948,4.27,young cars,Station wagon,Male,old people,1,1,849.29999924,P993
0.2245037645,1,old cars,Hatchback,Female,working people,1,1,5415.3799896,P994
0.8596851472,2.02,old cars,Hardtop,Male,working people,1,1,3723.6363602,P995
0.2299794661,1.15,oldest cars,Station wagon,Male,young people,1,1,20657.129944,P996
0.3750855578,4.49,youngest cars,Station wagon,Male,old people,1,1,558.89999962,P997
0.7446954141,0.92,old cars,Hatchback,Female,older work. people,1,1,353.76999998,P998
0.5941136208,0.92,old cars,Hatchback,Female,older work. people,1,1,1013.8399963,P999
0.4681724846,2.38,youngest cars,Sedan,Female,working people,1,1,650.86999989,P1000
0.9993155373,1.56,youngest cars,Sedan,Female,older work. people,1,2,1558.1799984,P1001
0.5311430527,1.22,old cars,Sedan,Male,young people,1,1,602.28999996,P1002
0.3559206023,0.37,oldest cars,Hatchback,Female,working people,1,1,200,P1003
0.643394935,1.34,old cars,Sedan,Female,old people,1,1,6455.8799744,P1004
0.9993155373,2.58,youngest cars,Hardtop,Male,young people,1,1,1962.7299995,P1005
0.643394935,1.51,old cars,Sedan,Female,older work. people,1,1,1559.829998,P1006
